idx,srcType,factoryName,area1,area2,area3,address,Latitude,Longitude,Product,yearPermitted,yearClosed,Remarks
1283,repa,상일전업사,부산,사하,구평,부산시 사하구 구평동 ?485번지,35.081925,128.987775,,0,0,
1284,repa,선보유니텍(주),부산,사하,구평,부산시 사하구 구평동?495-13,35.1045772,128.974817,,0,0,
1285,repa,에스티테크(주),부산,사하,구평,부산 사하구 구평동?485-4번지,35.1045772,128.974817,,0,0,
1286,repa,오리엔트중공업,부산,사하,구평,부산 사하구 구평동 495-31,35.0511588,128.9998684,,0,0,
1287,repa,오성마린테크니컬,부산,사하,구평,부산 사하구 구평동?156번지,35.1045772,128.974817,,0,0,
1288,repa,원영조선,부산,사하,구평,부산사하구구평동38-39 ,35.0787911,128.9911565,,0,0,
1289,repa,제원엔지니어링,부산,사하,구평,부산 사하구 구평동?472-30번지 제..,35.1045772,128.974817,,0,0,
1290,repa,제원엔지니어링,부산,사하,구평,부산시 사하구 구평동 ?365-1,35.081925,128.987775,,0,0,
1291,repa,제이와이조선,부산,사하,구평,부산 사하구 구평동 495-9,35.056072,128.9979826,,0,0,
1292,repa,㈜ 대흥기전,부산,사하,구평,부산 사하구 구평동?491번지,35.1045772,128.974817,,0,0,
1293,repa,㈜ 제원( 制 圓, Jewon Corp.),부산,사하,구평,부산시 사하구 구평동 ?485-5,35.081925,128.987775,,0,0,
1294,repa,창우해양주식회사,부산,사하,구평,부산 사하구 구평동 495-7,35.0567422,128.9977001,,0,0,
1295,repa,충남상회,부산,사하,구평,부산시 사하구 구평동?477-2,35.1045772,128.974817,,0,0,
1296,repa,팔팔개발(주),부산,사하,구평,부산시 사하구 구평동?489-4,35.1045772,128.974817,,0,0,
1297,repa,한독크랭크공업사,부산,사하,구평,부산 사하구 구평동?477번지,35.1045772,128.974817,,0,0,
1298,repa,한진선박기계,부산,사하,구평,부산시 사하구 구평동?476-1,35.1045772,128.974817,,0,0,
1299,repa,현우중기,부산,사하,구평,부산시 사하구 구평동?479,35.1045772,128.974817,,0,0,
1300,repa,KOC전기(주),부산,사하,다대,부산시 사하구 다대동?1519-4,35.1045772,128.974817,,0,0,
1301,repa,다대포조선조기공업사,부산,사하,다대,부산 사하구 다대1동 370-9,35.0559782,128.976157,,0,0,
1302,repa,대성조선,부산,사하,다대,부산시 사하구 다대동?380-2,35.1045772,128.974817,,0,0,
1303,repa,대양조선소,부산,사하,다대,부산 사하구 다대1동 380-1,35.0531098,128.9742689,,0,0,
1304,repa,선보공업,부산,사하,다대,부산 사하구 다대동 1517-2,35.0603092,128.9590625,,0,0,
1305,repa,성신사,부산,사하,다대,부산 사하구 다대1동 1503-4,35.069454,128.9573064,,0,0,
1306,repa,신한조선,부산,사하,다대,부산 사하구 다대동 375-7,35.0526334,128.9784912,,0,0,
1307,repa,애진기업,부산,사하,다대,부산시 사하구 다대동?1506-1,35.1045772,128.974817,,0,0,
1308,repa,조은공업㈜,부산,사하,다대,부산 사하구 다대동?1509-1,35.1045772,128.974817,,0,0,
1309,repa,한국통산(주),부산,사하,다대,부산 사하구 다대동?1503-8,35.1045772,128.974817,,0,0,
1310,repa,해인산업(주),부산,사하,신산,부산 사하구 신산로 13번길,35.0938197,128.9566326,,0,0,
1311,repa,(주)그린테크,부산,사하,신평,부산 사하구 신평동?650-2,35.1045772,128.974817,,0,0,
1312,repa,(주)대양계기,부산,사하,신평,부산시 사하구 신평동?502,35.1045772,128.974817,,0,0,
1313,repa,보성기계공업사,부산,사하,신평,부산시 사하구 신평동?516,35.1045772,128.974817,,0,0,
1314,repa,한국미부㈜,부산,사하,신평,부산 사하구 신평 2동 645-2,35.0956227,128.9597661,,0,0,
1315,repa,(주)케이알엔지니어링,부산,사하,장림,부산 사하구 장림1동?1033-25번지,35.1045772,128.974817,,0,0,
1316,repa,경부공업사,부산,사하,장림,부산시 사하구 장림동?313-1,35.1045772,128.974817,,0,0,
1317,repa,성동선박공업(주),부산,사하,장림,부산 사하구 장림동 1033-44?,35.0843656,128.9691609,,0,0,
1318,repa,신화기업,부산,사하,장림,부산 사하구 장림1동 1091-3,35.0719011,128.9574859,,0,0,
1319,repa,(주)동아티엔씨,부산,서구,남부,부산 서구 남부민3동?141번지,35.097932,129.0244125,,0,0,
1320,repa,대림통신(주),부산,서구,남부,부산 서구 남부민동?643번지 충무쇼핑..,35.097932,129.0244125,,0,0,
1321,repa,동신아연금속공업사,부산,서구,남부,부산시 서구 남부민1동?35,35.097932,129.0244125,,0,0,
1322,repa,태선냉열공업사,부산,서구,부용,부산 서구 부용동2가?88-1,35.1074044,129.0220635,,0,0,
1323,repa,(주)동영콜드프라자,부산,서구,암남,부산시 서구 암남동?740,35.097932,129.0244125,,0,0,
1324,repa,(주)베가통신,부산,서구,암남,부산 서구 암남동?244-7,35.097932,129.0244125,,0,0,
1325,repa,(주)코마코,부산,서구,암남,부산광역시 서구 암남동 704-10,35.051901,129.0108865,,0,0,
1326,repa,(주)태화레프피아,부산,서구,암남,부산 서구 암남동?621-21 206,35.097932,129.0244125,,0,0,
1327,repa,성일마린엔진,부산,서구,충무,부산 서구 충무동1가?31,35.1017587,129.0199568,,0,0,
1328,repa,세화공업사,부산,서구,충무,부산시 서구 충무동?1가 23-7(동해..,35.097932,129.0244125,,0,0,
1329,repa,(주)유한종합상사,부산,서구,토성,부산시 서구 토성동?3가 51,35.097932,129.0244125,,0,0,
1330,repa,백만전기(주),부산,서구,토성,부산시 서구 토성동?1가 9-1,35.097932,129.0244125,,0,0,
1331,repa,진원전자,부산,서구,토성,부산 서구 토성동?5가 12번지,35.097932,129.0244125,,0,0,
1332,repa,동영산업㈜,부산,수영,망미,부산 수영구 망미동 200-9,35.1774467,129.1160203,,0,0,
1333,repa,신광선박공업사,부산,영도,남함,부산 영도구 남함동2가 141-118,35.091199,129.067875,,0,0,
1334,repa,(주)금남,부산,영도,남항,부산시 영도구 남항동?2가 66-1,35.091199,129.067875,,0,0,
1335,repa,(주)대동사,부산,영도,남항,부산 영도구 남항동3가?141-170 현진..,35.0914743,129.0372039,,0,0,
1336,repa,(주)동아디젤,부산,영도,남항,부산 영도구 남항동?1가 18번지,35.091199,129.067875,,0,0,
1337,repa,(주)삼영테크,부산,영도,남항,부산 영도구 남항동3가?33번지,35.0914743,129.0372039,,0,0,
1338,repa,(주)수성마린텍,부산,영도,남항,부산 영도구 남항동2가?111-3,35.0901213,129.0364481,,0,0,
1339,repa,(주)엠티이,부산,영도,남항,부산 영도구 남항동2가?111-3,35.0901213,129.0364481,,0,0,
1340,repa,(주)제이와이씨,부산,영도,남항,부산시 영도구 남항동?1가 28,35.091199,129.067875,,0,0,
1341,repa,(주)창광엔지니어링,부산,영도,남항,부산 영도구 남항동2가?3-2,35.0901213,129.0364481,,0,0,
1342,repa,(주)코마테크,부산,영도,남항,부산 영도구 남항동3가?141-105,35.0914743,129.0372039,,0,0,
1343,repa,(주)코스코엔지니어링,부산,영도,남항,부산 영도구 남항동3가?141-197,35.0914743,129.0372039,,0,0,
1344,repa,거산엔지니어링,부산,영도,남항,부산시 영도구 남항동 ?3가 29-177,35.090007,129.037612,,0,0,
1345,repa,광덕인더스트리,부산,영도,남항,부산 영도구 남항동3가?111-8,35.0914743,129.0372039,,0,0,
1346,repa,국제선박공업,부산,영도,남항,부산 영도구 남항동2가 91,35.0880087,129.0369693,,0,0,
1347,repa,금강토탈엔지니어링(주),부산,영도,남항,부산 영도구 남항동3가?141-150,35.0914743,129.0372039,,0,0,
1348,repa,금강프로펠라,부산,영도,남항,부산시 영도구 남항동?2가 66-5,35.091199,129.067875,,0,0,
1349,repa,금성공업(주),부산,영도,남항,부산시 영도구 남항동?3가 74-1,35.091199,129.067875,,0,0,
1350,repa,남양전기공업사,부산,영도,남항,부산시 영도구 남항동?3가 141-133,35.091199,129.067875,,0,0,
1351,repa,남해기공,부산,영도,남항,부산시 영도구 남항동?1가 127-1,35.091199,129.067875,,0,0,
1352,repa,대광공업,부산,영도,남항,부산시 영도구 남항동 ?3가 113-5,35.090007,129.037612,,0,0,
1353,repa,대광냉동공업사,부산,영도,남항,부산시 영도구 남항동?3가 141-85,35.091199,129.067875,,0,0,
1354,repa,대성선박기계,부산,영도,남항,부산시 영도구 남항동 2가 65-31,35.0881872,129.0384647,,0,0,
1355,repa,대승공업사,부산,영도,남항,부산시 영도구 남항동?2가 65-32,35.091199,129.067875,,0,0,
1356,repa,대운선박써비스,부산,영도,남항,부산 영도구 남항동3가?1-37번지,35.0914743,129.0372039,,0,0,
1357,repa,대한정밀,부산,영도,남항,부산시 영도구 남항동 ?3가 141-190,35.090007,129.037612,,0,0,
1358,repa,동균알앤티,부산,영도,남항,부산 영도구 남항동1가?28-2번지,35.0938485,129.0317932,,0,0,
1359,repa,동신엔지니어링,부산,영도,남항,부산 영도구 남항동2가 24,35.0888258,129.0364169,,0,0,
1360,repa,동정이엔지,부산,영도,남항,부산시 영도구 남항동 ?3가 141-86,35.090007,129.037612,,0,0,
1361,repa,동진전기공업사,부산,영도,남항,부산 영도구 남항동3가?21번지,35.0914743,129.0372039,,0,0,
1362,repa,동화마린테크,부산,영도,남항,부산 영도구 남항동3가?74-2번지,35.0914743,129.0372039,,0,0,
1363,repa,디에스케이,부산,영도,남항,부산 영도구 남항동3가?141-61,35.0914743,129.0372039,,0,0,
1364,repa,문화포금,부산,영도,남항,부산시 영도구 남항동?3가 21-2,35.091199,129.067875,,0,0,
1365,repa,밀성기업사,부산,영도,남항,부산 영도구 남항동3가?32-33,35.0914743,129.0372039,,0,0,
1366,repa,밀성기전,부산,영도,남항,부산 영도구 남항동3가?86-1 효목빌라 ..,35.0914743,129.0372039,,0,0,
1367,repa,보성기전,부산,영도,남항,부산 영도구 남항동2가?186-5,35.0901213,129.0364481,,0,0,
1368,repa,부경엔지니어링,부산,영도,남항,부산 영도구 남항동3가?29-182번지,35.0914743,129.0372039,,0,0,
1369,repa,부산엔지니어링,부산,영도,남항,부산 영도구 남항동3가?21-2번지,35.0914743,129.0372039,,0,0,
1370,repa,부산특수용접,부산,영도,남항,부산시 영도구 남항동?1가 38-1,35.091199,129.067875,,0,0,
1371,repa,부전공업사,부산,영도,남항,부산 영도구 남항동3가?21번지 부전공업사..,35.0914743,129.0372039,,0,0,
1372,repa,비엔비엔지니어링,부산,영도,남항,부산 영도구 남항동2가?119,35.0901213,129.0364481,,0,0,
1373,repa,삼성선박공업사,부산,영도,남항,부산 영도구 남항동3가?141-34,35.0914743,129.0372039,,0,0,
1374,repa,삼성터보엔지니어링,부산,영도,남항,부산 영도구 남항동3가?141-191,35.0914743,129.0372039,,0,0,
1375,repa,삼영조선소,부산,영도,남항,부산 영도구 남항동2가 12-7,35.0888109,129.0337076,,0,0,
1376,repa,삼진엔지니어링,부산,영도,남항,부산 영도구 남항동3가?141-201,35.0914743,129.0372039,,0,0,
1377,repa,삼창 GTC,부산,영도,남항,부산 영도구 남항동1가?48-2,35.0938485,129.0317932,,0,0,
1378,repa,선박냉열,부산,영도,남항,부산 영도구 남항동2가?36-5,35.0901213,129.0364481,,0,0,
1379,repa,성보산업,부산,영도,남항,부산 영도구 남항동3가?141-151,35.0914743,129.0372039,,0,0,
1380,repa,성신전기,부산,영도,남항,부산 영도구 남항동1가?42-1,35.0938485,129.0317932,,0,0,
1381,repa,성신전기-미사용,부산,영도,남항,부산 영도구 남항동2가?186-5,35.0901213,129.0364481,,0,0,
1382,repa,성심산업주식회사,부산,영도,남항,부산시 영도구 남항동?3가 28-2,35.091199,129.067875,,0,0,
1383,repa,성우테크,부산,영도,남항,부산영도구남항동3가141-165 ,35.0828863,129.0384792,,0,0,
1384,repa,세정엔지니어링,부산,영도,남항,부산 영도구 남항동1가?35-4번지 세정엔..,35.0938485,129.0317932,,0,0,
1385,repa,스프링테크(주),부산,영도,남항,부산 영도구 남항동3가?141-58,35.0914743,129.0372039,,0,0,
1386,repa,승강전기,부산,영도,남항,부산 영도구 남항동3가?141-196,35.0914743,129.0372039,,0,0,
1387,repa,신강터-빈엔지니어링,부산,영도,남항,부산 영도구 남항동2가?119번지,35.0901213,129.0364481,,0,0,
1388,repa,신한디젤상사,부산,영도,남항,부산시 영도구 남항동 ?2가 27-3번지,35.090007,129.037612,,0,0,
1389,repa,아리테크서비스,부산,영도,남항,부산 영도구 남항동1가?28번지,35.0938485,129.0317932,,0,0,
1390,repa,아이.엠 마린,부산,영도,남항,부산 영도구 남항동2가?111-3,35.0901213,129.0364481,,0,0,
1391,repa,안정터빈E.N.G,부산,영도,남항,부산 영도구 남항동2가?149-1번지,35.0901213,129.0364481,,0,0,
1392,repa,에이취에스마린,부산,영도,남항,부산 영도구 남항동3가?141-79,35.0914743,129.0372039,,0,0,
1393,repa,에이치티이,부산,영도,남항,부산 영도구 남항동1가?28번지,35.0938485,129.0317932,,0,0,
1394,repa,영신테크(주),부산,영도,남항,부산시 영도구 남항동?2가 12-17,35.091199,129.067875,,0,0,
1395,repa,우성전기통신주식회사,부산,영도,남항,부산 영도구 남항동3가?73-26,35.0914743,129.0372039,,0,0,
1396,repa,우일전기공업사,부산,영도,남항,부산시 영도구 남항동 ?3가 1-10,35.090007,129.037612,,0,0,
1397,repa,우정정밀,부산,영도,남항,부산시 영도구 남항동?3가 141-153,35.091199,129.067875,,0,0,
1398,repa,우주기계,부산,영도,남항,부산 영도구 남항동3가?3가 73-26,35.0914743,129.0372039,,0,0,
1399,repa,은성선박,부산,영도,남항,부산시 영도구 남항동?2가 89-1,35.091199,129.067875,,0,0,
1400,repa,이화공업사,부산,영도,남항,부산 영도구 남항동3가?32-14,35.0914743,129.0372039,,0,0,
1401,repa,일룡전기,부산,영도,남항,부산 영도구 남항동3가?141-195,35.0914743,129.0372039,,0,0,
1402,repa,일성조선,부산,영도,남항,부산 영도구 남항동3가 10-1,35.0869912,129.0348135,,0,0,
1403,repa,정도전기,부산,영도,남항,부산 영도구 남항동3가?111-3,35.0914743,129.0372039,,0,0,
1404,repa,제일선박공업사,부산,영도,남항,부산 영도구 남항동3가?67-4번지 (1층..,35.0914743,129.0372039,,0,0,
1405,repa,주식회사 남영전자,부산,영도,남항,부산 영도구 남항동2가?65-20번지 삼영..,35.0901213,129.0364481,,0,0,
1406,repa,㈜혜인,부산,영도,남항,부산시 영도구 남항동 ?3가 21-2,35.090007,129.037612,,0,0,
1407,repa,진양조선공업,부산,영도,남항,부산 영도구 남항동3가 24,35.0862143,129.0344065,,0,0,
1408,repa,창해안전설비사,부산,영도,남항,부산 영도구 남항동3가?6-1,35.0914743,129.0372039,,0,0,
1409,repa,케이씨전기,부산,영도,남항,부산 영도구 남항동3가?141-167번지,35.0914743,129.0372039,,0,0,
1410,repa,코마텍엔지니어링,부산,영도,남항,부산 영도구 남항동2가?65-27번지,35.0901213,129.0364481,,0,0,
1411,repa,코마텍엔지니어링,부산,영도,남항,부산 영도구 남항동3가?141-56,35.0914743,129.0372039,,0,0,
1412,repa,킴스마린테크,부산,영도,남항,부산 영도구 남항동3가?141-86,35.0914743,129.0372039,,0,0,
1413,repa,태성엔지니어링,부산,영도,남항,부산 영도구 남항동3가?29-116,35.0914743,129.0372039,,0,0,
1414,repa,팬텍엔지니어링(주),부산,영도,남항,부산 영도구 남항동3가?29-178번지,35.0914743,129.0372039,,0,0,
1415,repa,한광선박공업사,부산,영도,남항,부산 영도구 남항동3가?32-32,35.0914743,129.0372039,,0,0,
1416,repa,한국메탈기계,부산,영도,남항,부산시 영도구 남항동?3가 21-4,35.091199,129.067875,,0,0,
1417,repa,한독크랭크공업사,부산,영도,남항,부산 영도구 남항동3가?21-5번지,35.0914743,129.0372039,,0,0,
1418,repa,해성마린,부산,영도,남항,부산 영도구 남항동3가?131-193,35.0914743,129.0372039,,0,0,
1419,repa,현대전기,부산,영도,남항,부산 영도구 남항동3가?73-16,35.0914743,129.0372039,,0,0,
1420,repa,휘광전기,부산,영도,남항,부산 영도구 남항동3가?135-2,35.0914743,129.0372039,,0,0,
1421,repa,흥아엔지니어링,부산,영도,남항,부산 영도구 남항동 3가?141-122,35.0914743,129.0372039,,0,0,
1422,repa,(주)대진선박,부산,영도,대교,부산시 영도구 대교동?2가 121,35.091199,129.067875,,0,0,
1423,repa,대양전자공업사,부산,영도,대교,부산 영도구 대교동1가?21번지,35.0944719,129.0364765,,0,0,
1424,repa,대평유압,부산,영도,대교,부산시 영도구 대교동?1가 62,35.091199,129.067875,,0,0,
1425,repa,조양공업사,부산,영도,대교,부산시 영도구 대교동?1가 176(해진철..,35.091199,129.067875,,0,0,
1426,repa,첨단엔지니어링,부산,영도,대교,부산 영도구 대교동1가?95,35.0944719,129.0364765,,0,0,
1427,repa,충무전기공업사,부산,영도,대교,부산 영도구 대교동1가?62번지,35.0944719,129.0364765,,0,0,
1428,repa,팔팔수중개발,부산,영도,대교,부산 영도구 대교동1가 64-1,35.0932253,129.0381791,,0,0,
1429,repa,화창듸젤,부산,영도,대교,부산 영도구 대교동1가?64-1,35.0944719,129.0364765,,0,0,
1430,repa,(주) 신라선박공업,부산,영도,대평,부산 영도구 대평동2가?11번지,35.0935434,129.0317423,,0,0,
1431,repa,(주) 종합해사,부산,영도,대평,부산 영도구 대평동2가?199번지,35.0935434,129.0317423,,0,0,
1432,repa,(주)경진스크류,부산,영도,대평,부산 영도구 대평동2가?192번지,35.0935434,129.0317423,,0,0,
1433,repa,(주)삼광선박기계공업,부산,영도,대평,부산시 영도구 대평동?2가 10,35.091199,129.067875,,0,0,
1434,repa,(주)삼호엔지니어링,부산,영도,대평,부산 영도구 대평동2가?89-2,35.0935434,129.0317423,,0,0,
1435,repa,(주)아시아임팩,부산,영도,대평,부산 영도구 대평동2가?40번지,35.0935434,129.0317423,,0,0,
1436,repa,(주)오션엔지니어링,부산,영도,대평,부산 영도구 대평동1가?98-6,35.091496,129.0366653,,0,0,
1437,repa,(주)용화,부산,영도,대평,부산 영도구 대평동2가?14번지,35.0935434,129.0317423,,0,0,
1438,repa,(주)제이와이조선,부산,영도,대평,부산시 영도구 대평동?2가 6-1,35.091199,129.067875,,0,0,
1439,repa,JY조선,부산,영도,대평,부산 영도구 대평동2가 6-1,35.0926433,129.0319837,,0,0,
1440,repa,SMS,부산,영도,대평,부산 영도구 대평동2가?205-1,35.0935434,129.0317423,,0,0,
1441,repa,건흥페인트,부산,영도,대평,부산시 영도구 대평동?2가 23(4/2),35.091199,129.067875,,0,0,
1442,repa,경남선박공업사,부산,영도,대평,부산시 영도구 대평동?1가 156,35.091199,129.067875,,0,0,
1443,repa,경인냉동,부산,영도,대평,부산 영도구 대평동1가?128-4,35.091496,129.0366653,,0,0,
1444,repa,광신선박공업사,부산,영도,대평,부산시 영도구 대평동?1가 156,35.091199,129.067875,,0,0,
1445,repa,극동엔지니어링,부산,영도,대평,부산 영도구 대평동2가?201-1,35.0935434,129.0317423,,0,0,
1446,repa,극동엠텍,부산,영도,대평,부산 영도구 대평동2가?127-1,35.0935434,129.0317423,,0,0,
1447,repa,금화전기,부산,영도,대평,부산 영도구 대평동2가?89-6,35.0935434,129.0317423,,0,0,
1448,repa,남영종합상사,부산,영도,대평,부산시 영도구 대평동?2가 205,35.091199,129.067875,,0,0,
1449,repa,대광선박공업사,부산,영도,대평,부산 영도구 대평동2가?174-1,35.0935434,129.0317423,,0,0,
1450,repa,대림선박,부산,영도,대평,부산 영도구 대평동1가?42-9,35.091496,129.0366653,,0,0,
1451,repa,대원엔지니어링,부산,영도,대평,부산 영도구 대평동1가 160,35.0902794,129.0333918,,0,0,
1452,repa,대평조기공업사,부산,영도,대평,부산시 영도구 대평동?2가 66,35.091199,129.067875,,0,0,
1453,repa,대평조선소,부산,영도,대평,부산 영도구 대평동2가 4,35.0929735,129.0318766,,0,0,
1454,repa,동남종합선박,부산,영도,대평,부산 영도구 대평동1가?27-9 동남종합선..,35.091496,129.0366653,,0,0,
1455,repa,동명철공(주),부산,영도,대평,부산 영도구 대평동1가?15번지 동명철공(..,35.091496,129.0366653,,0,0,
1456,repa,동방기계,부산,영도,대평,부산 영도구 대평동2가?38-1,35.0935434,129.0317423,,0,0,
1457,repa,동성선박공업사,부산,영도,대평,부산시 영도구 대평동?2가 159,35.091199,129.067875,,0,0,
1458,repa,동아조선소,부산,영도,대평,부산 영도구 대평동2가 107,35.0941234,129.0329332,,0,0,
1459,repa,동일공업사,부산,영도,대평,부산시 영도구 대평동?1가 14-1,35.091199,129.067875,,0,0,
1460,repa,백경유압,부산,영도,대평,부산 영도구 대평동2가?194번지,35.0935434,129.0317423,,0,0,
1461,repa,범창엔지니어링,부산,영도,대평,부산 영도구 대평동2가?157번지,35.0935434,129.0317423,,0,0,
1462,repa,보배마린,부산,영도,대평,부산 영도구 대평동 1가 80,35.0901212,129.0357755,,0,0,
1463,repa,부경전기공업사,부산,영도,대평,부산 영도구 대평동2가?127-1번지,35.0935434,129.0317423,,0,0,
1464,repa,부일전기공업사,부산,영도,대평,부산시 영도구 대평동?2가 18,35.091199,129.067875,,0,0,
1465,repa,비케이마린,부산,영도,대평,부산 영도구 대평동2가?14번지,35.0935434,129.0317423,,0,0,
1466,repa,산청기업,부산,영도,대평,부산시 영도구 대평동?1가 32,35.091199,129.067875,,0,0,
1467,repa,산청용접소,부산,영도,대평,부산시 영도구 대평동?1가 32,35.091199,129.067875,,0,0,
1468,repa,삼화조선소,부산,영도,대평,부산 영도구 대평동2가 3,35.0933031,129.031939,,0,0,
1469,repa,선경전기공업사,부산,영도,대평,부산 영도구 대평동2가?73번지,35.0935434,129.0317423,,0,0,
1470,repa,선우선박공업사,부산,영도,대평,부산시 영도구 대평동?2가 89,35.091199,129.067875,,0,0,
1471,repa,선진조선 주식회사,부산,영도,대평,부산 영도구 대평동2가 13-1,35.0919495,129.0320053,,0,0,
1472,repa,성보산업,부산,영도,대평,부산 영도구 대평동1가?55번지,35.091496,129.0366653,,0,0,
1473,repa,성산개발,부산,영도,대평,부산시 영도구 대평동?2가 6-1(조양조..,35.091199,129.067875,,0,0,
1474,repa,성신엔지니어링,부산,영도,대평,부산 영도구 대평동2가?201-1,35.0935434,129.0317423,,0,0,
1475,repa,성우기업,부산,영도,대평,부산 영도구 대평동1가 51,35.0909094,129.0364346,,0,0,
1476,repa,세원엔지니어링,부산,영도,대평,부산 영도구 대평동1가?95-4,35.091496,129.0366653,,0,0,
1477,repa,세진마린서비스,부산,영도,대평,부산 영도구 대평동2가?205-1번지,35.0935434,129.0317423,,0,0,
1478,repa,신대아 엔지니어링,부산,영도,대평,부산 영도구 대평동2가?89-19,35.0935434,129.0317423,,0,0,
1479,repa,신한자이로사,부산,영도,대평,부산 영도구 대평동2가?42-10,35.0935434,129.0317423,,0,0,
1480,repa,심철공업사,부산,영도,대평,부산시 영도구 대평동?2가 201,35.091199,129.067875,,0,0,
1481,repa,아남선박,부산,영도,대평,부산 영도구 대평동1가?22번지,35.091496,129.0366653,,0,0,
1482,repa,에스더블유공업(주),부산,영도,대평,부산 영도구 대평동2가?189-1번지,35.0935434,129.0317423,,0,0,
1483,repa,에스엔케이라인(주),부산,영도,대평,부산 영도구 대평동2가?119번지,35.0935434,129.0317423,,0,0,
1484,repa,예광전기공업사,부산,영도,대평,부산시 영도구 대평동?2가 166,35.091199,129.067875,,0,0,
1485,repa,오주테크,부산,영도,대평,부산 영도구 대평동2가 148-3,35.0928035,129.0330455,,0,0,
1486,repa,욱일종합,부산,영도,대평,부산시 영도구 대평동?2가 89-20,35.091199,129.067875,,0,0,
1487,repa,유창상사,부산,영도,대평,부산 영도구 대평동2가?89-8번지,35.0935434,129.0317423,,0,0,
1488,repa,유창선박공업사,부산,영도,대평,부산시 영도구 대평동?1가 157-20,35.091199,129.067875,,0,0,
1489,repa,일진엔지니어링,부산,영도,대평,부산 영도구 대평동1가?14-1,35.091496,129.0366653,,0,0,
1490,repa,정일터빈,부산,영도,대평,부산시 영도구 대평동?2가 66-2,35.091199,129.067875,,0,0,
1491,repa,종합해사,부산,영도,대평,부산 영도구 대평동2가 199,35.0931985,129.0338975,,0,0,
1492,repa,㈜Asia 임팩,부산,영도,대평,부산시 영도구 대평동?2가 40,35.091199,129.067875,,0,0,
1493,repa,주식회사 세진텍,부산,영도,대평,부산 영도구 대평동1가?48-2,35.091496,129.0366653,,0,0,
1494,repa,지에스엔지니어링,부산,영도,대평,부산 영도구 대평동1가?10-2,35.091496,129.0366653,,0,0,
1495,repa,진보마린,부산,영도,대평,부산 영도구 대평동1가?7번지 하나빌아파트..,35.091496,129.0366653,,0,0,
1496,repa,진성엔지니어링,부산,영도,대평,부산 영도구 대평동1가?23-3,35.091496,129.0366653,,0,0,
1497,repa,창신선박공업사,부산,영도,대평,부산 영도구 대평동 1가 19,35.0922929,129.0345578,,0,0,
1498,repa,창일전기공업사,부산,영도,대평,부산시 영도구 대평동?1가 129,35.091199,129.067875,,0,0,
1499,repa,케이티오션,부산,영도,대평,부산 영도구 대평동1가?98-6,35.091496,129.0366653,,0,0,
1500,repa,태원엔지니어링,부산,영도,대평,부산 영도구 대평동2가?89-5,35.0935434,129.0317423,,0,0,
1501,repa,평길기업,부산,영도,대평,부산시 영도구 대평동?2가 7,35.091199,129.067875,,0,0,
1502,repa,한영종합,부산,영도,대평,부산 영도구 대평동1가 대동대교아파트?제4동58호.53-..,35.091496,129.0366653,,0,0,
1503,repa,한진종합서비스,부산,영도,대평,부산 영도구 대평동 1가 129-6,35.0906377,129.033723,,0,0,
1504,repa,해상유압,부산,영도,대평,부산 영도구 대평동2가?171번지,35.0935434,129.0317423,,0,0,
1505,repa,해주마린엔진,부산,영도,대평,부산 영도구 대평동2가?28-4,35.0935434,129.0317423,,0,0,
1506,repa,해천전기공업사,부산,영도,대평,부산 영도구 대평동2가?34-2,35.0935434,129.0317423,,0,0,
1507,repa,현광전기산업,부산,영도,대평,부산 영도구 대평동2가?2가 14 (대평..,35.0935434,129.0317423,,0,0,
1508,repa,현대공업사,부산,영도,대평,부산시 영도구 대평동?2가 16-1,35.091199,129.067875,,0,0,
1509,repa,화양전업사,부산,영도,대평,부산시 영도구 대평동?2가 38,35.091199,129.067875,,0,0,
1510,repa,(주)씨앤텍,부산,영도,동삼,부산 영도구 동삼동?201-25번지,35.091199,129.067875,,0,0,
1511,repa,(주)종합폴스타,부산,영도,동삼,부산 영도구 동삼3동?186-3번지,35.091199,129.067875,,0,0,
1512,repa,(주)종합해사기술,부산,영도,동삼,부산 영도구 동삼동?188-38,35.091199,129.067875,,0,0,
1513,repa,남영선박설비(주),부산,영도,동삼,부산 영도구 동삼동?292-4번지,35.091199,129.067875,,0,0,
1514,repa,남영안전서비스,부산,영도,동삼,부산 영도구 동삼동?292-4,35.091199,129.067875,,0,0,
1515,repa,대진사,부산,영도,동삼,부산 영도구 동삼3동?201-25,35.091199,129.067875,,0,0,
1516,repa,동삼조선소,부산,영도,동삼,부산 영도구 동삼2동 10-2,35.0648133,129.0779638,,0,0,
1517,repa,제경기업,부산,영도,동삼,부산시 영도구 동삼2동 1035-20,35.0744236,129.069341,,0,0,
1518,repa,㈜종합폴스타,부산,영도,동삼,부산시 영도구 동삼3동 ?186-3,35.084682,129.0686125,,0,0,
1519,repa,진원산업,부산,영도,동삼,부산시 영도구 동삼동?186-3,35.091199,129.067875,,0,0,
1520,repa,코카코,부산,영도,동삼,부산 영도구 동삼동?189-4,35.091199,129.067875,,0,0,
1521,repa,평화선박공업사,부산,영도,동삼,부산시 영도구 동삼1동?504-11(30/..,35.091199,129.067875,,0,0,
1522,repa,한영기업(주),부산,영도,동삼,부산 영도구 동삼3동 175~211번지 201-26,35.0870228,129.077348,,0,0,
1523,repa,(주)우성마린엔지니어링,부산,영도,봉래,부산 영도구 봉래동?145-1번지,35.091199,129.067875,,0,0,
